dpto,categoria,sku,descricao,gross_price,price,pagamento,frete,date,day,hour
perfumes,feminino,69895,United Dreams Together For Her Benetton Eau de Toi,," 98,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,52342,Goldea The Roman Night Bvlgari Eau de Parfum - Per,"298,90"," 244,90                            ","4x de R$ 61,23",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,67944,Have Fun La Rive Eau de Parfum - Perfume Feminino ,"39,90"," 34,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,67700,Paris Fiorucci Eau de Cologne - Perfume Feminino 8,"49,90"," 38,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,53749,La Panthère Cartier Eau de Toilette - Perfume Femi,"722,90"," 506,90                            ","10x de R$ 50,69",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,63907,Dolce & Sense Choco/Menthe Paris Elysees Eau de Pa,"51,90"," 35,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,46479,Mademoiselle Azzaro L'Eau Très Belle Eau de Toilet,"219,00"," 129,00","2x de R$ 64,50",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,7415,Trésor Midnight Rose Lancôme Eau de Parfum - Perfu,," 448,90                            ","8x de R$ 56,11",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,59729,Catwalk Velvet Orchid Forum Deo Colônia - Perfume ,"89,90"," 67,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,28493,Narciso Narciso Rodriguez Eau de Parfum - Perfume ,"595,90"," 477,90                            ","9x de R$ 53,10",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,54988,Fever Jimmy Choo Eau de Parfum - Perfume Feminino ,"298,90"," 238,90                            ","4x de R$ 59,73",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,28815,Doline Kiss Via Paris Eau de Toilette - Perfume Fe,," 55,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,54775,Puccini Sweetness Blue Arsenal Eau de Parfum - Per,"193,90"," 128,90","2x de R$ 64,45",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,46848,Just For Me Linn Young Coscentra Eau de Parfum - P,"103,90"," 78,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,42351,Cool Ulric de Varens Eau de Toilette - Perfume Fem,"114,90"," 85,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,60488,Narciso Rouge Narciso Rodriguez Eau de Parfum - Pe,"474,90"," 380,90                            ","7x de R$ 54,41",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,41100,Dahlia Divin Le Nectar de Parfum Givenchy Eau de P,"554,90"," 459,90                            ","9x de R$ 51,10",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,74430,Flower by KENZO Poppy Bouquet Kenzo Eau de Parfum ,," 258,90                            ","5x de R$ 51,78",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,7754,Burberry Brit Eau de Toilette - Perfume Feminino 1,," 488,90                            ","9x de R$ 54,32",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,63918,Romantic Night Paris Elysees Eau de Parfum - Perfu,"79,90"," 71,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,50869,Moschino Pink Fresh Couture Eau de Toilette - Perf,"372,90"," 199,90                            ","4x de R$ 49,98",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,63913,Dolce & Sense Vanille/Framboise Paris Elysees Eau ,"51,90"," 38,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,44335,Boss The Scent for Her Hugo Boss Eau de Parfum - P,"500,90"," 386,90                            ","7x de R$ 55,27",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,63379,Women Calvin Klein Eau de Parfum - Perfume Feminin,," 598,90                            ","10x de R$ 59,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,42233,Hypnotic Poison Dior Eau de Toilette - Perfume Fem,," 425,00                            ","8x de R$ 53,13",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,50703,Cuba Jungle Zebra Women Eau de Parfum - Perfume Fe,"78,90"," 57,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,38279,Narciso Poudrée Narciso Rodriguez Eau de Parfum - ,"428,90"," 343,90                            ","6x de R$ 57,32",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,67939,The Only One Dolce & Gabbana Eau de Parfum - Perfu,," 578,90                            ","10x de R$ 57,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,29571,Rêve De Varens Ulric de Varens Eau de Parfum - Per,"103,90"," 87,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,36995,Wave For Her Hollister Eau de Parfum - Perfume Fem,"313,90"," 298,90                            ","5x de R$ 59,78",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,51841,Chloé Signature Eau de Toilette - Perfume Feminino,," 528,90                            ","10x de R$ 52,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,41134,Lancôme La Vie Est Belle - Creme Hidratante 200ml,," 508,90                            ","10x de R$ 50,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,57588,Carat Cartier Eau de Parfum - Perfume Feminino 50m,"714,90"," 550,90                            ","10x de R$ 55,09",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,73755,Eternity Flame for Women Calvin Klein Eau de Parfu,," 518,90                            ","6x de R$ 86,48",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,53895,Very Irrésistible Nova Edição Givenchy Eau de Toil,"470,90"," 468,90                            ","9x de R$ 52,10",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,69056,Terracotta Le Parfum Guerlain Eau de Toilette - Pe,," 359,90                            ","7x de R$ 51,41",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,52115,Live Irresistible Blossom Crush Givenchy Eau de To,," 268,90                            ","5x de R$ 53,78",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,54422,Bella Nina Ricci Eau de Toilette - Perfume Feminin,," 328,90                            ","6x de R$ 54,82",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,40265,L'Eau d'Issey Pure Issey Miyake Eau de Parfum - Pe,"337,90"," 270,90                            ","5x de R$ 54,18",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,63914,Dolce & Sense Vanille/Musc Paris Elysees Eau de Pa,"51,90"," 41,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,67706,Tentation Fiorucci Eau de Cologne - Perfume Femini,"49,90"," 37,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,54333,Le Parfum In White Elie Saab Eau de Parfum - Perfu,," 579,00                            ","10x de R$ 57,90",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,61111,Her Secret Desire Antonio Banderas Eau de Toilette,," 159,00","3x de R$ 53,00",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,42352,Fresh Ulric de Varens Eau de Toilette - Perfume Fe,"114,90"," 83,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,69014,Aqua Allegoria Limon Verde Guerlain Eau de Toilett,," 334,90                            ","6x de R$ 55,82",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,44111,Miss DIOR Absolutely Blooming Dior Eau de Parfum -,," 459,00                            ","9x de R$ 51,00",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,63381,Bloom Acqua Di Fiori Gucci Eau de Toilette - Perfu,"612,90"," 472,90                            ","9x de R$ 52,54",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,49502,4 Women New Brand Eau de Parfum - Perfume Feminino,," 74,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,32016,Quatre Pour Femme Boucheron Eau de Parfum - Perfum,," 355,90                            ","7x de R$ 50,84",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,64849,1 Million Pacman Limited Edition Paco Rabanne Eau ,," 469,00                            ","9x de R$ 52,11",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,49780,Gucci Bloom Eau de Parfum - Perfume Feminino 30ml,," 388,90                            ","7x de R$ 55,56",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,53890,Live Irrésistible Givenchy Eau de Parfum - Perfume,," 302,90                            ","6x de R$ 50,48",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,62194,Yes I Am Cacharel Eau de Parfum - Perfume Feminino,"468,90"," 374,90                            ","7x de R$ 53,56",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,42701,Classique Essence de Parfum Jean Paul Gaultier Eau,," 449,00                            ","8x de R$ 56,13",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,41512,Eros Pour Femme Versace Eau de Toilette – Perfume ,," 238,90                            ","4x de R$ 59,73",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,44749,Silence New Brand Eau de Parfum - Perfume Feminino,," 79,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,22985,Dolce Dolce & Gabbana Eau de Parfum - Perfume Femi,," 498,90                            ","9x de R$ 55,43",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,38275,Moschino Fresh Couture Eau de Toilette - Perfume F,"372,90"," 279,90                            ","5x de R$ 55,98",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,72853,Golden Woman La Rive Swarovski Eau de Parfum - Per,," 149,90","3x de R$ 49,97",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,42255,Dior Addict Eau de Toilette - Perfume Feminino 100,," 535,00                            ","10x de R$ 53,50",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,27250,Classique Intense Jean Paul Gaultier Eau de Parfum,," 449,00                            ","8x de R$ 56,13",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,8191,Forum Lavanda Eau de Cologne - Perfume Feminino 15,"119,90"," 95,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,36440,Illicit Jimmy Choo Eau de Parfum - Perfume Feminin,," 328,90                            ","6x de R$ 54,82",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,38985,Colors Blue Benetton Eau de Toilette - Perfume Fem,"99,00"," 79,00",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,66485,212 NYC Collector Carolina Herrera Eau de Toilette,," 489,00                            ","9x de R$ 54,33",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,24517,Cabochard Grès Eau de Toilette - Perfume Feminino ,"178,90"," 131,90","2x de R$ 65,95",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,67715,Tentation Bleu Fiorucci Eau de Cologne - Perfume F,"49,90"," 38,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,66894,Aura Phebo Eau de Parfum - Perfume Feminino 100ml ,"188,90"," 135,90","2x de R$ 67,95",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,45168,Fleur Musc For Her Narciso Rodriguez Eau De Parfum,," 391,90                            ","7x de R$ 55,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,53751,Bvlgari Omnia Pink Sapphire Eau de Toilette - Perf,," 348,90                            ","6x de R$ 58,15",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,13832,L'Air du Temps Nina Ricci Eau de Toilette - Perfum,"498,90"," 389,90                            ","7x de R$ 55,70",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,39936,Luna Nina Ricci Eau de Toilette – Perfume Feminino,," 229,00                            ","4x de R$ 57,25",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,10074,Le Parfum Elie Saab Eau de Parfum - Perfume Femini,," 541,90                            ","10x de R$ 54,19",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,44333,Bamboo Gucci Eau de Parfum - Perfume Feminino 50ml,," 398,90                            ","7x de R$ 56,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,46450,L’Eau d’Issey Pure Issey Miyake Eau de Toilette - ,," 556,90                            ","10x de R$ 55,69",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,63317,Live Irrésistible Rosy Crush Givenchy Eau de Parfu,," 418,90                            ","8x de R$ 52,36",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,69616,Lady Gold Vizcaya Eau de Toilette - Perfume Femini,"69,90"," 50,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,59732,Dolce Garden Dolce & Gabbana Eau de Parfum - Perfu,," 428,90                            ","8x de R$ 53,61",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,67713,Paris Fiorucci Eau de Parfum - Perfume Feminino 80,"79,90"," 64,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,25059,Cheap & Chic Chic Petals Moschino Eau de Toilette ,," 268,90                            ","5x de R$ 53,78",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,58589,Nomade Chloé Eau de Parfum - Perfume Feminino 50ml,," 528,90                            ","10x de R$ 52,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,7425,Lou Lou Cacharel Eau de Parfum - Perfume Feminino ,"548,90"," 516,90                            ","10x de R$ 51,69",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,24424,Le Parfum Carven Eau de Parfum - Perfume Feminino ,"524,90"," 398,90                            ","7x de R$ 56,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,39779,Goldea Bvlgari Eau de Parfum - Perfume Feminino 90,," 588,90                            ","10x de R$ 58,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,8029,Fantasy Britney Spears Eau de Toilette - Perfume F,," 179,90                            ","3x de R$ 59,97",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,46079,Kenzo World Eau de Parfum - Perfume Feminino 75ml,"523,90"," 498,90                            ","9x de R$ 55,43",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,53345,Dylan Blue Pour Femme Versace Eau de Parfum - Perf,," 438,90                            ","8x de R$ 54,86",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,41032,La Femme PRADA Eau de Parfum – Perfume Feminino 35,," 349,00                            ","6x de R$ 58,17",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,61088,Sweet Dream Shakira Eau de Toilette - Perfume Femi,," 80,00",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,68689,Tommy Girl Now Tommy Hilfiger Eau de Toilette - Pe,," 368,90                            ","7x de R$ 52,70",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,34483,Noa Cacharel Eau de Toilette - Perfume Feminino 50,," 518,90                            ","10x de R$ 51,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,67938,The Only One 2 Dolce & Gabbana Eau de Parfum - Per,," 753,90                            ","10x de R$ 75,39",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,59094,J'adore Absolu Dior Eau de Parfum - Perfume Femini,," 499,00                            ","10x de R$ 49,90",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,65626,Yes I Am Pink First Cacharel Eau de Parfum - Perfu,"368,90"," 304,90                            ","6x de R$ 50,82",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,39653,L’Absolu Carven Eau de Parfum - Perfume Feminino 1,"524,90"," 391,90                            ","7x de R$ 55,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,13798,Mademoiselle Ricci Nina Ricci Eau de Parfum - Perf,," 459,00                            ","9x de R$ 51,00",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,45550,Chá Branco e Gengibre Orgânica Eau de Toilette - P,"162,90"," 129,90","2x de R$ 64,95",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,38676,Must de Catier Gold Eau de Parfum - Perfume Femini,"933,90"," 889,90                            ","10x de R$ 88,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,71105,La Belle Jean Paul Gaultier Eau de Parfum - Perfum,," 438,90                            ","6x de R$ 73,15",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,42590,Flower by KENZO Eau de Lumière Eau de Toilette - P,," 438,90                            ","8x de R$ 54,86",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,38678,Must de Catier Eau de Toilette - Perfume Feminino ,," 824,90                            ","10x de R$ 82,49",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,9918,The One Dolce & Gabbana Eau de Parfum - Perfume Fe,," 558,90                            ","10x de R$ 55,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,39669,Mini Beauty Ulric de Varens Eau de Parfum - Perfum,"45,90"," 34,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,46138,Prada Candy Gloss Eau de Toilette - Perfume Femini,," 458,90                            ","9x de R$ 50,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,24122,Café Expresso For Women Café-Café Eau de Toilette ,"115,90"," 76,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,49651,Emotion La Rive Eau de Parfum - Perfume Feminino 5,"79,90"," 63,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,42353,Tonic Ulric de Varens Eau de Toilette - Perfume Fe,"108,90"," 72,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,38603,Flower by KENZO L'Elixir Eau de Parfum - Perfume F,," 575,90                            ","10x de R$ 57,59",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,45504,Black Musk The Body Shop Eau de Toilette - Perfume,," 165,00","3x de R$ 55,00",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,67942,Cash Woman La Rive Eau de Parfum - Perfume Feminin,"39,90"," 34,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,69030,Mon GUERLAIN Eau de Toilette - Perfume Feminino 50,," 319,90                            ","6x de R$ 53,32",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,53043,Café Intenso Rose Café-Café Eau de Toilette - Perf,"189,90"," 140,90","2x de R$ 70,45",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,56313,Varens In The Sky Ulric de Varens Eau de Parfum - ,"155,90"," 118,90","2x de R$ 59,45",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,46532,Dance Diamonds Shakira Eau de Toilette - Perfume F,"158,90"," 126,90","2x de R$ 63,45",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,45286,Mademoiselle ROCHAS Eau de Parfum - Perfume Femini,"461,90"," 318,90                            ","6x de R$ 53,15",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,36428,L.12.12 Pour Elle Sparkling Lacoste Eau de Toilett,," 339,90                            ","6x de R$ 56,65",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,38579,A Tentação Juliana Paes Eau de Cologne - Perfume F,"70,00"," 58,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,50709,Cuba Strass Zebra Woman Eau de Parfum - Perfume Fe,"78,90"," 54,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,71373,Nina Rouge Nina Ricci Eau de Toilette - Perfume Fe,," 428,90                            ","8x de R$ 53,61",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,38588,Prada Candy Kiss Eau de Parfum - Perfume Feminino ,," 479,00                            ","9x de R$ 53,22",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,42342,Vanilla Blossom Monotheme Eau de Toilette - Perfum,"146,90"," 139,90","2x de R$ 69,95",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,39654,L’Absolu Carven Eau de Parfum - Perfume Feminino 5,"418,90"," 307,90                            ","6x de R$ 51,32",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,65763,Mademoiselle ROCHAS Couture Eau de Parfum - Perfum,"345,90"," 268,90                            ","5x de R$ 53,78",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,38982,Colors Pink Benetton Eau de Toilette - Perfume Fem,," 99,00",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,44360,Izia Sisley Eau de Parfum - Perfume Feminino 30ml,," 489,90                            ","9x de R$ 54,43",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,69013,Aqua Allegoria Mandarine Basilic Guerlain Eau de T,," 334,90                            ","6x de R$ 55,82",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,30545,Soir d'Orient Sisley Eau de Parfum - Perfume Femin,," 1049,90                            ","10x de R$ 104,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,67718,Unicorn Mystic Line Purple Fiorucci Eau de Cologne,"45,90"," 34,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,24427,Carven L'Eau de Toilette - Perfume Feminino 30ml,," 282,90                            ","5x de R$ 56,58",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,50700,Cuba Strass Snake Woman Eau de Parfum - Perfume Fe,"48,90"," 46,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,25820,Rock! Shakira Eau de Toilette - Perfume Feminino 5,," 99,00",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,46115,Colors Purple Benetton Eau de Toilette - Perfume F,," 99,00",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,41627,Modern Princess Lanvin Eau de Parfum – Perfume Fem,"240,90"," 205,90                            ","4x de R$ 51,48",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,44000,Puccini Lovely Night Blue Arsenal Eau de Parfum - ,"193,90"," 142,90","2x de R$ 71,45",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,57472,Cotton Musk Original Ulric de Varens Eau de Parfum,"124,90"," 120,90","2x de R$ 60,45",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,69105,L'Interdit Givenchy Eau de Toilette - Perfume Femi,," 468,90                            ","9x de R$ 52,10",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,69049,Insolence Guerlain Eau de Toilette - Perfume Femin,," 399,90                            ","8x de R$ 49,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,22901,Place Vendôme Boucheron Eau de Parfum - Perfume Fe,"313,90"," 298,90                            ","5x de R$ 59,78",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,65756,Oui Je T'aime Mon Amour Linn Young Coscentra Eau d,"113,90"," 78,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,30736,Love Glam Love Agatha Ruiz de La Prada Eau de Toil,," 79,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,70618,Festival Nite for Her Hollister Eau de Parfum - Pe,," 158,90","3x de R$ 52,97",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,52880,Lady Emblem L'Eau Montblanc Eau de Toilette - Perf,," 268,90                            ","5x de R$ 53,78",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,54772,Cristal Royal Passion Marina de Bourbon Eau de Par,," 328,90                            ","6x de R$ 54,82",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,26341,Eau Tropicale Sisley Eau de Toilette - Perfume Fem,," 619,90                            ","10x de R$ 61,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,61083,Deluxe Juliana Paes Deo Parfum- Perfume Feminino 1,," 100,00","2x de R$ 50,00",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,16443,Mini Pink Ulric de Varens Eau de Parfum - Perfume ,"45,90"," 35,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,16501,Rumba Passion Ted Lapidus Eau de Toilette - Perfum,"377,90"," 249,90                            ","5x de R$ 49,98",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,56953,Quartz Rose Molyneux Eau de Parfum - Perfume Femin,"166,90"," 158,90","3x de R$ 52,97",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,41624,Éclat De Fleurs Lanvin Eau de Parfum – Perfume Fem,"240,90"," 176,90                            ","3x de R$ 58,97",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,36430,Gucci Guilty EAU Eau de Toilette - Perfume Feminin,," 558,90                            ","10x de R$ 55,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,20779,Eau du Soir Sisley Eau de Parfum - Perfume Feminin,," 1839,90                            ","10x de R$ 183,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,22891,Boucheron Pour Femme Eau de Toilette - Perfume Fem,," 402,90                            ","8x de R$ 50,36",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,8847,Eau du Soir Sisley Eau de Parfum - Perfume Feminin,," 1049,90                            ","10x de R$ 104,99",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,53898,Givenchy Very Irrésistible Eau de Parfum - Perfume,," 508,90                            ","10x de R$ 50,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,63915,Romantic Dream Paris Elysees Eau de Parfum - Perfu,"79,90"," 74,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,69047,Idylle Guerlain Eau de Parfum - Perfume Feminino 5,," 489,90                            ","9x de R$ 54,43",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
