dpto,categoria,sku,descricao,gross_price,price,pagamento,frete,date,day,hour
perfumes,feminino,66893,Lichia e Pimenta Phebo Eau de Parfum - Perfume Fem,"188,90"," 148,90","2x de R$ 74,45",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,51920,Dream Shakira Eau de Toilette - Perfume Feminino 5,," 99,00",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,48732,Glam Giorgio Beverly Hills Eau de Parfum - Perfume,"140,00"," 94,00",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,70611,Authentic Woman Abercrombie & Fitch Eau de Parfum ,," 348,90                            ","6x de R$ 58,15",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,61107,Ibiza 24/7 Pool Party for Her Pacha Ibiza Eau de T,," 109,00","2x de R$ 54,50",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,14475,Iced by Café Eau de Toilette - Perfume Feminino 50,"157,90"," 134,90","2x de R$ 67,45",False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,51275,Classic Paris New Brand Eau de Parfum - Perfume Fe,"74,90"," 64,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,64259,Pepe Jeans For Her Eau de Parfum - Perfume Feminin,"239,90"," 235,90                            ","4x de R$ 58,98",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,17145,Love Love Love Agatha Ruiz de La Prada Eau de Toil,," 80,00",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,52977,Parfum de Nuit New Brand Eau de Parfum - Perfume F,," 74,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,22897,Jaïpur Bracelet Boucheron Eau de Parfum - Perfume ,"607,90"," 578,90                            ","10x de R$ 57,89",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,45248,Dream Ana Hickmann Eau de Cologne - Perfume Femini,"99,90"," 79,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,50695,Cuba Copacabana Women Eau de Parfum - Perfume Femi,"48,90"," 46,90",,False,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,21485,Ambre Gris Balmain Eau de Parfum - Perfume Feminin,"513,90"," 393,90                            ","7x de R$ 56,27",True,2020-05-05 19:58:04.339532,05/05/20,19:58:04
perfumes,feminino,46295,La Vie Est Belle L'Éclat Lancôme Eau de Parfum - P,"518,90"," 381,90                            ","7x de R$ 54,56",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,45118,Light Blue Eau Intense Dolce & Gabbana Eau de Toil,," 348,90                            ","6x de R$ 58,15",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,22713,212 VIP Rosé Carolina Herrera Eau de Parfum - Perf,," 289,00                            ","5x de R$ 57,80",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,54424,La Femme L'Eau Prada Eau de Toilette - Perfume Fem,," 619,00                            ","10x de R$ 61,90",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,58593,Daisy Love Marc Jacobs Eau de Toilette – Perfume F,," 600,90                            ","10x de R$ 60,09",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,51908,Orquídea Korres Eau de Cologne - Perfume Feminino ,," 28,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16141,Amour Kenzo Eau de Parfum - Perfume Feminino 30ml,"258,90"," 248,90                            ","4x de R$ 62,23",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,28541,La Nuit Trésor Lancôme Eau de Parfum - Perfume Fem,"298,90"," 249,90                            ","5x de R$ 49,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16121,Flower by KENZO Eau de Parfum - Perfume Feminino 1,"554,90"," 528,90                            ","10x de R$ 52,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16124,Flower by KENZO Légère Eau de Toilette - Perfume F,," 208,90                            ","4x de R$ 52,23",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,48814,Pêssego e Flor de Lótus Orgânica - Body Splash Fem,"39,90"," 24,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,49653,Fleur de Femme La Rive Eau de Parfum - Perfume Fem,"79,90"," 62,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,20607,Chloé Eau de Parfum - Perfume Feminino 30ml,," 371,90                            ","7x de R$ 53,13",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16227,Ange ou Démon Givenchy Eau de Parfum - Perfume Fem,"317,90"," 302,90                            ","6x de R$ 50,48",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,74429,Good Girl Fantastic Pink Collector Edition Carolin,," 528,90                            ","6x de R$ 88,15",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16247,Amarige Givenchy Eau de Toilette - Perfume Feminin,," 498,90                            ","9x de R$ 55,43",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,48829,My BURBERRY Blush Eau de Parfum - Perfume Feminino,," 468,90                            ","9x de R$ 52,10",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,9912,Light Blue Dolce & Gabbana Eau de Toilette - Perfu,," 571,90                            ","10x de R$ 57,19",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,10020,Classique Jean Paul Gaultier Eau de Parfum - Perfu,"438,90"," 349,90                            ","7x de R$ 49,99",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,15463,La Vie Est Belle Lancôme Eau de Parfum - Perfume F,," 528,90                            ","10x de R$ 52,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,50770,Giorgio Armani Sì - Gel de Banho 200ml,," 228,90                            ","4x de R$ 57,23",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,51034,212 VIP Carolina Herrera Eau de Parfum - Perfume F,," 598,90                            ","10x de R$ 59,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,67013,Black Opium Intense Yves Saint Laurent Eau de Parf,," 498,90                            ","9x de R$ 55,43",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,45551,Peony e Orange Orgânica Eau de Toilette - Perfume ,," 169,90                            ","3x de R$ 56,63",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16162,Jungle L'Elephant Kenzo Eau de Parfum - Perfume Fe,," 258,90                            ","5x de R$ 51,78",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,64921,BURBERRY Her Eau de Parfum - Perfume Feminino 50ml,"468,90"," 364,90                            ","7x de R$ 52,13",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,27615,Hugo Ma Vie Femme Hugo Boss Eau de Parfum - Perfum,"604,90"," 467,90                            ","9x de R$ 51,99",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,20608,Daisy Marc Jacobs Eau de Toilette - Perfume Femini,"419,90"," 299,90                            ","6x de R$ 49,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,67708,Lumière Fiorucci Eau de Cologne - Perfume Feminino,"49,90"," 40,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,22904,La Panthère Cartier Eau de Parfum - Perfume Femini,"828,90"," 688,90                            ","10x de R$ 68,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,48812,Chá Branco e Gengibre Orgânica - Body Splash Femin,"39,90"," 24,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,60036,Sweet Hope La Rive Eau de Parfum - Perfume Feminin,"79,90"," 62,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,57214,English Freesia Yardley Eau de Toilette - Perfume ,"150,90"," 143,90","2x de R$ 71,95",False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,49655,Hello Beauty La Rive Eau de Parfum - Perfume Femin,"79,90"," 62,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,36436,The One Essence Dolce & Gabbana Eau de Parfum - Pe,," 598,90                            ","10x de R$ 59,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16222,Eudemoiselle Givenchy Eau de Toilette - Perfume Fe,"481,90"," 403,90                            ","8x de R$ 50,49",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,74457,Libre Yves Saint Laurent Eau de Parfum - Perfume F,," 578,90                            ","6x de R$ 96,48",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,10037,L'Eau d'Issey Issey Miyake Eau de Toilette - Perfu,," 648,90                            ","10x de R$ 64,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,46301,Woman by Ralph Lauren Eau de Parfum - Perfume Femi,"298,90"," 253,90                            ","5x de R$ 50,78",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,43343,Olympéa Intense Paco Rabanne Eau de Parfum - Perfu,," 548,90                            ","10x de R$ 54,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,63920,La Vie Est Belle En Rose Lancôme Eau de Toilette -,"398,90"," 299,90                            ","6x de R$ 49,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,52878,COACH Floral Eau de Parfum - Perfume Feminino 50ml,"398,90"," 299,90                            ","6x de R$ 49,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,10254,Zen Shiseido Eau de Parfum - Perfume Feminino 100m,," 648,90                            ","10x de R$ 64,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,38656,L’Extase Caresse de Roses Nina Ricci Eau de Parfum,," 499,00                            ","10x de R$ 49,90",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16149,L'Eau Kenzo Pour Femme Eau de Toilette - Perfume F,"208,90"," 198,90                            ","3x de R$ 66,30",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,62731,Baunilha Phebo Eau de Parfum - Perfume Feminino 10,"189,90"," 155,90","3x de R$ 51,97",False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,68661,Idôle Lancôme Eau de Parfum - Perfume Feminino 25m,," 278,90                            ","5x de R$ 55,78",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,7845,Omnia Crystalline Bvlgari Eau de Toilette - Perfum,," 438,90                            ","8x de R$ 54,86",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,51603,Kenzo World Eau de Toilette - Perfume Feminino 30m,"239,90"," 228,90                            ","4x de R$ 57,23",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,42260,Forever and Ever Dior Eau de Toilette - Perfume Fe,," 535,00                            ","10x de R$ 53,50",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,64870,J'adore Roller-Pearl Dior Eau de Parfum - Perfume ,," 199,00                            ","3x de R$ 66,33",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,32732,Dolce Floral Drops Dolce & Gabbana Eau de Toilette,"454,90"," 408,90                            ","8x de R$ 51,11",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,38278,Le Parfum Rose Couture Elie Saab Eau de Toilette -,"484,90"," 388,90                            ","7x de R$ 55,56",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,67717,Unicorn Mystic Line Pink Fiorucci Eau de Cologne -,"45,90"," 36,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,28807,Laloa in Paris Via Paris Eau de Toilette - Perfume,," 55,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,64109,Black Opium Glow Yves Saint Laurent Eau de Toilett,," 518,90                            ","10x de R$ 51,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,7543,212 VIP Carolina Herrera Eau de Parfum - Perfume F,," 509,00                            ","10x de R$ 50,90",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,7412,Miracle Lancôme Eau de Parfum - Perfume Feminino 3,"468,90"," 299,90                            ","6x de R$ 49,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,72849,Beauty Swarovski La Rive Eau de Parfum - Perfume F,"149,90"," 133,90","2x de R$ 66,95",False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,43968,I Am Juicy Couture Eau de Parfum - Perfume Feminin,"638,90"," 608,90                            ","10x de R$ 60,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,73697,Mon Guerlain Bloom of Rose Eau de Parfum - Perfume,," 264,90                            ","5x de R$ 52,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16224,Ange ou Démon Le Secret Givenchy Eau de Parfum - P,"302,90"," 287,90                            ","5x de R$ 57,58",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,55116,Black XS For Her Paco Rabanne Eau de Parfum - Perf,," 499,00                            ","10x de R$ 49,90",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,10162,Cabotine Grès Eau de Toilette - Perfume Feminino 1,"378,90"," 272,90                            ","5x de R$ 54,58",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,51923,Lady Million Lucky Paco Rabanne Eau de Parfum - Pe,," 398,90                            ","7x de R$ 56,99",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,67726,Golden Fiorucci Eau de Cologne - Perfume Feminino ,"39,90"," 32,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,56998,CH L'Eau Carolina Herrera Eau de Toilette - Perfum,," 558,90                            ","10x de R$ 55,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,67719,Majestic Esmeralda Fiorucci Eau de Cologne - Perfu,"49,90"," 38,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,66891,Kenzo World Fantasy Collector Eau de Toilette - Pe,"397,90"," 378,90                            ","7x de R$ 54,13",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,67707,L'Amour Fiorucci Eau de Cologne - Perfume Feminino,," 49,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,63309,Kenzo World Intense Eau de Parfum - Perfume Femini,"260,90"," 247,90                            ","4x de R$ 61,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,52276,Cheap and Chic So Real Moschino Eau de Toilette - ,," 148,90","2x de R$ 74,45",False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,47037,Framboesa e Orquídea Orgânica - Body Splash Femini,"39,90"," 24,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,67721,Donna Fiorucci Eau de Cologne - Perfume Feminino 1,"39,90"," 31,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,38990,Lady Million Privé Paco Rabanne Eau de Parfum - Pe,"329,00"," 328,90                            ","6x de R$ 54,82",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,17475,Baiser Volé Cartier Eau de Parfum - Perfume Femini,"902,90"," 859,90                            ","10x de R$ 85,99",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,54559,L'Interdit Givenchy Eau de Parfum - Perfume Femini,," 418,90                            ","8x de R$ 52,36",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,44865,It's Life Paris Elysees Eau de Toilette - Perfume ,"71,90"," 59,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,55402,Sì Passione Giorgio Armani Eau de Parfum - Perfume,," 448,90                            ","8x de R$ 56,11",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,17068,Pour Femme Dolce & Gabbana Eau de Parfum - Perfume,," 408,90                            ","8x de R$ 51,11",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,64919,La Nuit Trésor Musc Diamant Lancôme Eau de Parfum ,," 398,90                            ","7x de R$ 56,99",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,67725,Delicious Fiorucci Eau de Cologne - Perfume Femini,"39,90"," 31,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,51040,Conjunto Lady Million Privé Paco Rabanne Feminino ,," 439,00                            ","8x de R$ 54,88",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,65633,Ebon I-Scents Eau de Parfum - Perfume Feminino 100,"46,90"," 44,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,41199,Sì Intense Giorgio Armani Eau de Parfum – Perfume ,," 498,90                            ","9x de R$ 55,43",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,43332,CH Privée Carolina Herrera Eau de Parfum - Perfume,," 409,00                            ","8x de R$ 51,13",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,57213,English Dahlia Yardley Eau de Toilette - Perfume F,"150,90"," 143,90","2x de R$ 71,95",False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,9944,Gucci Guilty Eau de Toilette - Perfume Feminino 30,"328,90"," 253,90                            ","5x de R$ 50,78",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,26261,Femme de Varens Sensuelle Ulric de Varens Eau de P,"113,90"," 84,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,33053,Lady Emblem Montblanc Eau de Parfum - Perfume Femi,," 498,90                            ","9x de R$ 55,43",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,10058,Narciso Rodriguez For Her Eau de Toilette - Perfum,," 453,90                            ","9x de R$ 50,43",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,51055,Aura Mugler Eau de Parfum - Perfume Feminino 90ml,," 588,90                            ","10x de R$ 58,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,44273,Rose Goldea Bvlgari Eau de Parfum - Perfume Femini,"468,90"," 363,90                            ","7x de R$ 51,99",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,44377,Rose Extase Nina Ricci Eau de Toilette - Perfume F,"449,00"," 323,90                            ","6x de R$ 53,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,29717,Puccini Lovely Night Arsenal Eau de Parfum - Perfu,," 193,90                            ","3x de R$ 64,63",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,17520,Midnight Fantasy Britney Spears Eau de Parfum - Pe,"355,90"," 351,90                            ","7x de R$ 50,27",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,46288,Because It’s You Giorgio Armani Eau de Parfum - Pe,," 538,90                            ","10x de R$ 53,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,10004,Daisy Eau So Fresh Marc Jacobs Eau de Toilette - P,," 433,90                            ","8x de R$ 54,24",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,67575,Animale Seduction Femme Eau de Parfum - Perfume Fe,"180,90"," 137,90","2x de R$ 68,95",False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,56140,Love Dust Coscentra Eau de Parfum - Perfume Femini,," 78,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,41204,Black Opium Yves Saint Laurent Eau de Parfum – Per,," 578,90                            ","10x de R$ 57,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,63313,Flower by KENZO Eau de Vie Eau de Parfum - Perfume,"248,90"," 237,90                            ","4x de R$ 59,48",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,53760,California Free Wave For Her Hollister Eau de Parf,"168,90"," 116,90","2x de R$ 58,45",False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,53092,Pegolia Anna Pegova Eau de Toilette - Perfume Femi,," 44,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,68488,Code Absolu Giorgio Armani Eau de Parfum - Perfume,," 298,90                            ","5x de R$ 59,78",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,72482,Sky Di Gioia Giorgio Armani Eau de Parfum - Perfum,"368,90"," 299,90                            ","6x de R$ 49,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,28576,Brit Rhythm For Her Floral Burberry Eau de Toilett,," 512,90                            ","10x de R$ 51,29",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,68408,PRADA Candy Night Eau de Parfum - Perfume Feminino,"319,00"," 289,00                            ","5x de R$ 57,80",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,56134,Silver Light Woman Coscentra Eau de Parfum - Perfu,," 98,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,17450,Cabotine Rose Grès Eau de Toilette - Perfume Femin,"377,90"," 241,90                            ","4x de R$ 60,48",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,7364,Armani Code Giorgio Armani Eau de Parfum - Perfume,," 298,90                            ","5x de R$ 59,78",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,26849,Daisy Dream Marc Jacobs Eau de Toilette - Perfume ,"450,90"," 368,90                            ","7x de R$ 52,70",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,36427,L.12.12 Pour Elle Elegant Lacoste Eau de Toilette ,," 428,90                            ","8x de R$ 53,61",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,49488,Girl of Now Elie Saab Eau de Parfum - Perfume Femi,," 549,00                            ","10x de R$ 54,90",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,43905,Dior J’adore Hair Mist - Perfume para Cabelo 40ml,," 235,00                            ","3x de R$ 78,33",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,20898,Dot Marc Jacobs Eau de Parfum - Perfume Feminino 5,," 498,90                            ","9x de R$ 55,43",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,42258,Dior Addict Eau Fraîche Eau de Toilette - Perfume ,," 535,00                            ","10x de R$ 53,50",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,44833,Woman Love Paris Elysees Eau de Toilette - Perfume,"46,90"," 44,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,26263,Femme de Varens Sublime Ulric de Varens Eau de Par,"114,90"," 107,90","2x de R$ 53,95",False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,31506,Hot Couture Givenchy Eau de Parfum - Perfume Femin,," 554,90                            ","10x de R$ 55,49",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,68405,Pure Musc For Her Narciso Rodriguez Eau de Parfum ,," 556,90                            ","10x de R$ 55,69",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,41193,Intense La Vie Est Belle Lancôme Eau de Parfum - P,," 498,90                            ","9x de R$ 55,43",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,67714,Splendeur Paris Fiorucci Eau de Cologne - Perfume ,"49,90"," 39,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,68684,Tommy Girl Tommy Hilfiger Eau de Toilette - Perfum,," 284,90                            ","5x de R$ 56,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,53049,Gold Seduction Women’ Secret Eau de Parfum - Perfu,"167,90"," 134,90","2x de R$ 67,45",False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16471,Isa Ulric de Varens Eau de Parfum - Perfume Femini,," 72,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,34452,Opium Yves Saint Laurent Eau de Toilette - Perfume,," 598,90                            ","10x de R$ 59,89",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,50066,First Instinct Abercrombie & Fitch Eau de Parfum -,"498,90"," 448,90                            ","8x de R$ 56,11",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,41197,La Nuit Trésor Lancôme Eau de Toilette – Perfume F,," 498,90                            ","9x de R$ 55,43",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,65639,Acqua I-Scents Eau de Parfum - Perfume Feminino 10,"46,90"," 34,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,49115,Elegance Noir Ana Hickmann Deo Colônia - Perfume F,"79,90"," 63,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,49489,The One Dolce & Gabbana Eau de Toilette - Perfume ,," 498,90                            ","9x de R$ 55,43",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,9719,Jimmy Choo Eau de Parfum - Perfume Feminino 60ml,"438,90"," 306,90                            ","6x de R$ 51,15",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,10223,Gold-Issime Ulric de Varens Eau de Parfum - Perfum,"135,90"," 109,90","2x de R$ 54,95",False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,21930,Intense Dolce & Gabbana Eau de Parfum - Perfume Fe,," 358,90                            ","7x de R$ 51,27",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,65640,Miss I-Scents Eau de Parfum - Perfume Feminino 100,"46,90"," 37,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,69617,Lady Rose Vizcaya Eau de Toilette - Perfume Femini,"69,90"," 40,90",,False,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,73695,La Petite Robe Noire Guerlain Eau de Toilette - Pe,," 249,90                            ","5x de R$ 49,98",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,16244,Organza Givenchy Eau de Parfum - Perfume Feminino ,," 554,90                            ","10x de R$ 55,49",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,23618,Roses de Chloé Eau de Toilette - Perfume Feminino ,," 589,90                            ","10x de R$ 58,99",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
perfumes,feminino,26225,Baiser Volé Lys Rose Cartier Eau de Toilette - Per,"545,90"," 519,90                            ","10x de R$ 51,99",True,2020-05-05 20:30:07.140249,05/05/20,20:30:07
